date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,has_ot,gap,prod_cat
2015-01-01,1,finishing,Thursday,7,0.8,2.9,0.0,960,0,0.0,0,0,8.0,0.540729167,True,-0.2592708330000001,1
2015-01-01,1,sewing,Thursday,4,0.65,23.69,861.0,7200,0,0.0,0,0,60.0,0.52118,True,-0.12882000000000005,1
2015-01-01,1,finishing,Thursday,11,0.7,4.15,0.0,1440,0,0.0,0,0,12.0,0.436326389,True,-0.263673611,1
2015-01-03,1,finishing,Saturday,4,0.8,4.15,0.0,6600,0,0.0,0,0,20.0,0.988024691,True,0.18802469099999997,4
2015-01-03,1,finishing,Saturday,11,0.75,2.9,0.0,5640,0,0.0,0,0,17.0,0.987880435,True,0.237880435,4
2015-01-03,1,finishing,Saturday,9,0.8,4.15,0.0,960,0,0.0,0,0,8.0,0.956270833,True,0.156270833,4
2015-01-03,1,finishing,Saturday,3,0.75,3.94,0.0,1560,0,0.0,0,0,8.0,0.945277778,True,0.195277778,4
2015-01-03,1,finishing,Saturday,1,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.902916667,True,0.1029166669999999,4
2015-01-03,1,sewing,Saturday,1,0.8,28.08,772.0,6300,50,0.0,0,0,56.5,0.800725314,True,0.0007253139999999769,3
2015-01-03,1,sewing,Saturday,3,0.8,28.08,913.0,6540,50,0.0,0,0,54.5,0.800322936,True,0.0003229359999999959,3
2015-01-03,1,sewing,Saturday,8,0.8,26.16,1261.0,7080,50,0.0,0,0,59.0,0.800318644,True,0.00031864399999992354,3
2015-01-03,1,sewing,Saturday,12,0.8,26.16,844.0,7080,63,0.0,0,0,59.0,0.800318644,True,0.00031864399999992354,3
2015-01-03,1,sewing,Saturday,11,0.8,11.61,1005.0,7080,50,0.0,0,0,29.5,0.800237288,True,0.00023728800000000216,3
2015-01-03,1,sewing,Saturday,5,0.8,11.61,659.0,7080,50,0.0,0,0,31.5,0.800148649,True,0.0001486490000000007,3
2015-01-03,1,sewing,Saturday,6,0.8,25.9,1152.0,6720,50,0.0,0,0,56.0,0.800125,True,0.00012499999999993072,3
2015-01-03,1,sewing,Saturday,7,0.8,25.9,1138.0,6720,38,0.0,0,0,56.0,0.800125,True,0.00012499999999993072,3
2015-01-03,1,sewing,Saturday,10,0.75,19.31,610.0,6480,56,0.0,0,0,54.0,0.787299691,True,0.03729969099999997,2
2015-01-03,1,finishing,Saturday,2,0.8,4.15,0.0,960,0,0.0,0,0,8.0,0.782447917,True,-0.017552082999999996,2
2015-01-03,1,sewing,Saturday,2,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303,True,0.00024303000000003294,2
2015-01-03,1,finishing,Saturday,10,0.7,4.15,0.0,960,0,0.0,0,0,8.0,0.7018125,True,0.0018124999999999947,2
2015-01-03,1,sewing,Saturday,4,0.7,23.69,544.0,13800,0,0.0,0,0,60.0,0.700134038,True,0.000134038000000003,2
2015-01-03,1,sewing,Saturday,9,0.7,28.08,1072.0,6900,40,0.0,0,0,57.5,0.699965217,True,-3.478299999992718e-05,1
2015-01-03,1,finishing,Saturday,8,0.8,2.9,0.0,960,0,0.0,0,0,8.0,0.628333333,True,-0.171666667,1
2015-01-03,1,finishing,Saturday,7,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.6253125,True,-0.1746875,1
2015-01-04,1,finishing,Sunday,3,0.75,4.15,0.0,1560,0,0.0,0,0,8.0,0.991388889,True,0.241388889,4
2015-01-04,1,finishing,Sunday,9,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.931645833,True,0.131645833,4
2015-01-04,1,finishing,Sunday,1,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.915229167,True,0.11522916699999997,4
2015-01-04,1,sewing,Sunday,6,0.8,11.61,539.0,6975,50,0.0,0,0,31.0,0.879714482,True,0.07971448199999998,3
2015-01-04,1,finishing,Sunday,4,0.8,3.94,0.0,6600,0,0.0,0,0,20.0,0.861679012,True,0.06167901199999992,3
2015-01-04,1,sewing,Sunday,9,0.8,26.16,1278.0,7080,60,0.0,0,0,59.0,0.850569492,True,0.05056949199999994,3
2015-01-04,1,sewing,Sunday,7,0.8,25.9,1227.0,7020,60,0.0,0,0,56.5,0.850436438,True,0.05043643799999997,3
2015-01-04,1,sewing,Sunday,8,0.8,25.9,1039.0,6780,45,0.0,0,0,56.5,0.850345133,True,0.050345132999999986,3
2015-01-04,1,sewing,Sunday,4,0.8,28.08,878.0,4260,50,0.0,0,0,55.5,0.800598058,True,0.0005980579999999014,3
2015-01-04,1,sewing,Sunday,1,0.8,26.16,1033.0,7080,63,0.0,0,0,59.0,0.800318644,True,0.00031864399999992354,3
2015-01-04,1,sewing,Sunday,2,0.8,28.08,782.0,6660,50,0.0,0,0,55.5,0.800237838,True,0.00023783799999999022,3
2015-01-04,1,sewing,Sunday,12,0.8,11.61,1216.0,6975,50,0.0,0,0,31.0,0.800030199,True,3.0199000000008525e-05,3
2015-01-04,1,finishing,Sunday,2,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.792104167,True,-0.007895833000000074,2
2015-01-04,1,finishing,Sunday,10,0.7,3.94,0.0,4320,0,0.0,0,0,18.0,0.759228395,True,0.05922839499999999,2
2015-01-04,1,sewing,Sunday,11,0.75,19.31,513.0,6480,45,0.0,0,0,54.0,0.750348457,True,0.0003484569999999687,2
2015-01-04,1,sewing,Sunday,3,0.75,19.87,734.0,6600,45,0.0,0,0,55.0,0.75024303,True,0.00024303000000003294,2
2015-01-04,1,sewing,Sunday,10,0.7,28.08,1202.0,6900,40,0.0,0,0,57.5,0.699965217,True,-3.478299999992718e-05,1
2015-01-04,1,finishing,Sunday,8,0.8,2.9,0.0,960,0,0.0,0,0,8.0,0.682708333,True,-0.11729166700000004,1
2015-01-04,1,finishing,Sunday,7,0.8,2.9,0.0,960,0,0.0,0,0,8.0,0.667604167,True,-0.13239583300000002,1
2015-01-04,1,sewing,Sunday,5,0.7,45.67,884.0,6960,26,0.0,0,0,58.0,0.603432184,True,-0.09656781599999997,1
2015-01-04,1,finishing,Sunday,11,0.75,4.15,0.0,960,0,0.0,0,0,8.0,0.345833333,True,-0.404166667,1
2015-01-05,1,finishing,Monday,1,0.8,3.94,0.0,1920,0,0.0,0,0,8.0,0.961059028,True,0.16105902799999994,4
2015-01-05,1,finishing,Monday,11,0.8,3.94,0.0,2400,0,0.0,0,0,10.0,0.939513889,True,0.13951388899999995,4
2015-01-05,1,finishing,Monday,4,0.8,3.94,0.0,3840,0,0.0,0,0,16.0,0.893663194,True,0.093663194,3
2015-01-05,1,finishing,Monday,3,0.75,4.15,0.0,1920,0,0.0,0,0,8.0,0.875390625,True,0.12539062499999998,3
2015-01-05,1,sewing,Monday,9,0.8,26.16,1227.0,7080,75,0.0,0,0,59.0,0.850569492,True,0.05056949199999994,3
2015-01-05,1,finishing,Monday,9,0.8,2.9,0.0,1920,0,0.0,0,0,8.0,0.820833333,True,0.02083333300000001,3
2015-01-05,1,finishing,Monday,2,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.804416667,True,0.004416666999999985,3
2015-01-05,1,sewing,Monday,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56.5,0.800684366,True,0.0006843659999999918,3
2015-01-05,1,sewing,Monday,8,0.8,25.9,1047.0,6780,38,0.0,0,0,56.5,0.800684366,True,0.0006843659999999918,3
2015-01-05,1,sewing,Monday,1,0.8,26.16,1138.0,7080,63,0.0,0,0,59.0,0.800318644,True,0.00031864399999992354,3
2015-01-05,1,sewing,Monday,11,0.8,19.31,678.0,4800,50,0.0,0,0,55.0,0.800250962,True,0.0002509619999999657,3
2015-01-05,1,sewing,Monday,6,0.8,11.61,712.0,7200,50,0.0,0,0,32.0,0.800246011,True,0.00024601099999999043,3
2015-01-05,1,sewing,Monday,12,0.8,11.61,1037.0,7200,50,0.0,0,0,32.0,0.800246011,True,0.00024601099999999043,3
2015-01-05,1,sewing,Monday,2,0.8,28.08,757.0,6900,50,0.0,0,0,57.5,0.800076522,True,7.652199999996778e-05,3
2015-01-05,1,sewing,Monday,4,0.8,28.08,759.0,6900,50,0.0,0,0,57.5,0.800076522,True,7.652199999996778e-05,3
2015-01-05,1,finishing,Monday,10,0.75,2.9,0.0,960,0,0.0,0,0,8.0,0.763375,True,0.013375000000000026,2
2015-01-05,1,finishing,Monday,5,0.6,2.9,0.0,960,0,0.0,0,0,8.0,0.759270833,True,0.159270833,2
2015-01-05,1,sewing,Monday,10,0.75,28.08,1083.0,7020,45,0.0,0,0,58.5,0.7504,True,0.00039999999999995595,2
2015-01-05,1,sewing,Monday,3,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303,True,0.00024303000000003294,2
2015-01-05,1,finishing,Monday,7,0.8,3.94,0.0,960,0,0.0,0,0,8.0,0.676666667,True,-0.12333333300000004,1
2015-01-05,1,finishing,Monday,8,0.8,2.9,0.0,960,0,0.0,0,0,8.0,0.664583333,True,-0.135416667,1
2015-01-05,1,sewing,Monday,5,0.6,21.98,666.0,6960,23,0.0,0,0,58.0,0.600028736,True,2.873599999997367e-05,1
2015-01-06,1,finishing,Tuesday,4,0.8,3.94,0.0,4440,0,0.0,0,0,18.0,0.966781346,True,0.16678134599999994,4
2015-01-06,1,finishing,Tuesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.936496212,True,0.13649621199999995,4
2015-01-06,1,finishing,Tuesday,3,0.75,4.15,0.0,1800,0,0.0,0,0,10.0,0.899166667,True,0.14916666700000003,3
2015-01-06,1,finishing,Tuesday,11,0.8,4.15,0.0,2700,0,0.0,0,0,15.0,0.888686869,True,0.088686869,3
2015-01-06,1,finishing,Tuesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,True,0.05814393899999992,3
2015-01-06,1,sewing,Tuesday,1,0.8,26.16,1187.0,10620,75,0.0,0,0,59.0,0.850502311,True,0.05050231099999991,3
2015-01-06,1,sewing,Tuesday,9,0.8,26.16,1305.0,10620,75,0.0,0,0,59.0,0.850502311,True,0.05050231099999991,3
2015-01-06,1,finishing,Tuesday,10,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.809640152,True,0.059640151999999946,3
2015-01-06,1,finishing,Tuesday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.805909091,True,0.005909090999999922,3
2015-01-06,1,sewing,Tuesday,2,0.8,28.08,716.0,10350,50,0.0,0,0,57.5,0.800594466,True,0.0005944659999999047,3
2015-01-06,1,sewing,Tuesday,4,0.8,28.08,925.0,10350,50,0.0,0,0,57.5,0.800594466,True,0.0005944659999999047,3
2015-01-06,1,sewing,Tuesday,3,0.8,19.87,963.0,9900,50,0.0,0,0,55.0,0.800273829,True,0.0002738289999999477,3
2015-01-06,1,sewing,Tuesday,12,0.8,11.61,1101.0,5310,50,0.0,0,0,31.5,0.800140969,True,0.00014096899999993528,3
2015-01-06,1,sewing,Tuesday,7,0.8,25.9,1035.0,10170,38,0.0,0,0,56.5,0.800128721,True,0.0001287209999999428,3
2015-01-06,1,sewing,Tuesday,8,0.8,25.9,1083.0,10170,38,0.0,0,0,56.5,0.800128721,True,0.0001287209999999428,3
2015-01-06,1,sewing,Tuesday,6,0.8,11.61,910.0,4470,38,0.0,0,0,31.5,0.80007657,True,7.656999999994252e-05,3
2015-01-06,1,sewing,Tuesday,10,0.75,28.08,1209.0,10530,45,0.0,0,0,58.5,0.750545455,True,0.000545455000000028,2
2015-01-06,1,sewing,Tuesday,11,0.75,19.31,590.0,9900,45,0.0,0,0,55.0,0.750057851,True,5.7850999999997654e-05,2
2015-01-06,1,finishing,Tuesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.681060606,True,-0.11893939400000009,1
2015-01-06,1,sewing,Tuesday,5,0.65,21.98,808.0,10440,35,0.0,0,0,58.0,0.649983281,True,-1.6718999999998374e-05,1
2015-01-06,1,finishing,Tuesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.61625,True,-0.18375000000000008,1
2015-01-07,1,finishing,Wednesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.951420455,True,0.151420455,4
2015-01-07,1,finishing,Wednesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.880530303,True,0.08053030299999997,3
2015-01-07,1,sewing,Wednesday,1,0.8,26.16,1179.0,10620,75,0.0,0,0,59.0,0.850502311,True,0.05050231099999991,3
2015-01-07,1,sewing,Wednesday,9,0.8,26.16,1324.0,10620,75,0.0,0,0,59.0,0.850502311,True,0.05050231099999991,3
2015-01-07,1,sewing,Wednesday,8,0.8,25.9,1135.0,10170,60,0.0,0,0,56.5,0.850136766,True,0.050136765999999944,3
2015-01-07,1,finishing,Wednesday,3,0.75,4.15,0.0,2700,0,0.0,0,0,15.0,0.83,True,0.07999999999999996,3
2015-01-07,1,finishing,Wednesday,4,0.8,3.94,0.0,4440,0,0.0,0,0,18.0,0.827186544,True,0.02718654399999998,3
2015-01-07,1,finishing,Wednesday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.813371212,True,0.01337121199999991,3
2015-01-07,1,finishing,Wednesday,10,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.805909091,True,0.055909090999999966,3
2015-01-07,1,finishing,Wednesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.804640152,True,0.0046401520000000085,3
2015-01-07,1,sewing,Wednesday,2,0.8,28.08,776.0,10350,63,0.0,0,0,57.5,0.800594466,True,0.0005944659999999047,3
2015-01-07,1,sewing,Wednesday,4,0.8,28.08,990.0,10350,50,0.0,0,0,57.5,0.800594466,True,0.0005944659999999047,3
2015-01-07,1,sewing,Wednesday,6,0.8,11.41,986.0,5490,50,0.0,0,0,30.5,0.800343766,True,0.0003437659999999676,3
2015-01-07,1,sewing,Wednesday,3,0.8,19.87,924.0,9900,50,0.0,0,0,55.0,0.800273829,True,0.0002738289999999477,3
2015-01-07,1,sewing,Wednesday,12,0.8,11.61,1120.0,5670,50,0.0,0,0,31.5,0.800246753,True,0.00024675299999998845,3
2015-01-07,1,sewing,Wednesday,7,0.8,25.9,1066.0,10170,50,0.0,0,0,56.5,0.800128721,True,0.0001287209999999428,3
2015-01-07,1,sewing,Wednesday,10,0.75,28.08,1144.0,10530,69,0.0,0,0,58.5,0.8,True,0.050000000000000044,3
2015-01-07,1,sewing,Wednesday,5,0.7,21.98,413.0,9720,40,0.0,0,0,58.0,0.700480831,True,0.0004808310000000704,2
2015-01-07,1,finishing,Wednesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.681060606,True,-0.11893939400000009,1
2015-01-07,1,finishing,Wednesday,6,0.8,2.9,0.0,1800,0,0.0,0,0,10.0,0.666515152,True,-0.13348484800000004,1
2015-01-07,1,sewing,Wednesday,11,0.8,31.83,568.0,9900,40,0.0,0,0,55.0,0.412119835,True,-0.38788016500000005,1
2015-01-07,1,finishing,Wednesday,5,0.7,4.15,0.0,1440,0,0.0,0,0,8.0,0.330113636,True,-0.36988636399999997,1
2015-01-08,2,finishing,Thursday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.947689394,True,0.14768939399999992,4
2015-01-08,2,finishing,Thursday,4,0.8,3.94,0.0,12600,0,0.0,0,0,20.0,0.919905405,True,0.11990540499999991,4
2015-01-08,2,sewing,Thursday,9,0.8,26.16,1216.0,10620,88,0.0,0,0,59.0,0.900215716,True,0.10021571600000001,4
2015-01-08,2,finishing,Thursday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.891723485,True,0.09172348499999994,3
2015-01-08,2,sewing,Thursday,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59.0,0.850502311,True,0.05050231099999991,3
2015-01-08,2,sewing,Thursday,4,0.8,28.08,942.0,10530,75,0.0,0,0,58.5,0.850181818,True,0.05018181799999999,3
2015-01-08,2,sewing,Thursday,7,0.8,25.9,1050.0,10170,60,0.0,0,0,56.5,0.850136766,True,0.050136765999999944,3
2015-01-08,2,sewing,Thursday,8,0.8,25.9,1026.0,10170,60,0.0,0,0,56.5,0.850136766,True,0.050136765999999944,3
2015-01-08,2,finishing,Thursday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.835757576,True,0.03575757599999996,3
2015-01-08,2,finishing,Thursday,5,0.7,4.15,0.0,3840,0,0.0,0,0,8.0,0.821354167,True,0.12135416700000001,3
2015-01-08,2,sewing,Thursday,2,0.8,28.08,783.0,10050,63,0.0,0,0,58.5,0.800497246,True,0.0004972460000000067,3
2015-01-08,2,sewing,Thursday,3,0.8,19.87,857.0,9900,50,0.0,0,0,55.0,0.800273829,True,0.0002738289999999477,3
2015-01-08,2,sewing,Thursday,12,0.8,11.61,548.0,15120,63,0.0,0,0,31.5,0.800107143,True,0.00010714299999992072,3
2015-01-08,2,sewing,Thursday,6,0.8,11.41,411.0,14640,50,0.0,0,0,30.5,0.800024932,True,2.4931999999977528e-05,3
2015-01-08,2,sewing,Thursday,10,0.75,28.08,1066.0,10530,69,0.0,0,0,58.5,0.8,True,0.050000000000000044,3
2015-01-08,2,finishing,Thursday,10,0.75,3.94,0.0,1440,0,0.0,0,0,8.0,0.779791667,True,0.02979166700000002,2
2015-01-08,2,finishing,Thursday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.735984848,True,-0.06401515200000008,2
2015-01-08,2,finishing,Thursday,3,0.75,4.15,0.0,2160,0,0.0,0,0,12.0,0.712626263,True,-0.03737373700000002,2
2015-01-08,2,finishing,Thursday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.681060606,True,-0.11893939400000009,1
2015-01-08,2,finishing,Thursday,11,0.8,4.15,0.0,900,0,0.0,0,0,5.0,0.515606061,True,-0.2843939390000001,1
2015-01-08,2,sewing,Thursday,11,0.35,12.52,287.0,3960,38,0.0,0,0,54.0,0.349951389,True,-4.86109999999762e-05,1
2015-01-08,2,sewing,Thursday,5,0.7,42.41,724.0,10260,0,0.0,0,0,57.0,0.233705476,True,-0.46629452399999993,1
2015-01-10,2,finishing,Saturday,1,0.8,3.94,0.0,2160,0,0.0,0,0,8.0,0.985,True,0.18499999999999994,4
2015-01-10,2,finishing,Saturday,3,0.75,4.15,0.0,2760,0,0.0,0,0,12.0,0.930340376,True,0.18034037599999997,4
2015-01-10,2,finishing,Saturday,4,0.8,3.94,0.0,6000,0,0.0,0,0,20.0,0.911589744,True,0.11158974399999999,4
2015-01-10,2,finishing,Saturday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,True,0.05814393899999992,3
2015-01-10,2,sewing,Saturday,9,0.8,26.16,1122.0,10620,75,0.0,0,0,59.0,0.851174114,True,0.05117411399999994,3
2015-01-10,2,sewing,Saturday,7,0.8,25.9,970.0,10170,60,0.0,0,0,56.5,0.850136766,True,0.050136765999999944,3
2015-01-10,2,sewing,Saturday,8,0.8,25.9,1158.0,10170,60,0.0,0,0,56.5,0.850136766,True,0.050136765999999944,3
2015-01-10,2,finishing,Saturday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.846950758,True,0.046950757999999926,3
2015-01-10,2,finishing,Saturday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8.0,0.817424242,True,0.017424241999999923,3
2015-01-10,2,finishing,Saturday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.817102273,True,0.017102273,3
2015-01-10,2,sewing,Saturday,4,0.8,28.08,660.0,10440,63,0.0,0,0,58.0,0.801028213,True,0.001028213,3
2015-01-10,2,sewing,Saturday,2,0.8,28.08,749.0,10350,63,0.0,0,0,57.5,0.800594466,True,0.0005944659999999047,3
2015-01-10,2,sewing,Saturday,12,0.8,11.61,893.0,4710,50,0.0,0,0,31.5,0.800346445,True,0.0003464449999999175,3
2015-01-10,2,sewing,Saturday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800343766,True,0.0003437659999999676,3
2015-01-10,2,sewing,Saturday,1,0.8,26.16,1335.0,10620,63,0.0,0,0,59.0,0.800117103,True,0.00011710300000000728,3
2015-01-10,2,sewing,Saturday,10,0.8,28.08,1082.0,10530,63,0.0,0,0,58.5,0.8,True,0.0,3
2015-01-10,2,sewing,Saturday,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56.0,0.750098351,True,9.835099999999652e-05,2
2015-01-10,2,sewing,Saturday,11,0.5,12.52,749.0,9540,38,0.0,0,0,53.0,0.673245283,True,0.17324528299999997,1
2015-01-10,2,finishing,Saturday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.670075758,True,-0.12992424200000008,1
2015-01-10,2,finishing,Saturday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.628882576,True,-0.17111742400000007,1
2015-01-10,2,sewing,Saturday,5,0.5,20.79,966.0,7680,0,0.0,0,0,56.0,0.388007813,True,-0.11199218700000002,1
2015-01-10,2,finishing,Saturday,5,0.5,4.15,0.0,1440,0,0.0,0,0,8.0,0.337973485,True,-0.16202651499999998,1
2015-01-11,2,finishing,Sunday,3,0.75,4.15,0.0,1440,0,0.0,0,0,8.0,0.93532197,True,0.18532196999999995,4
2015-01-11,2,finishing,Sunday,4,0.8,3.94,0.0,3600,0,0.0,0,0,20.0,0.925643939,True,0.12564393899999993,4
2015-01-11,2,sewing,Sunday,9,0.8,26.16,1095.0,10620,88,0.0,0,0,59.0,0.900215716,True,0.10021571600000001,4
2015-01-11,2,finishing,Sunday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.873068182,True,0.07306818199999998,3
2015-01-11,2,finishing,Sunday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,True,0.05814393899999992,3
2015-01-11,2,sewing,Sunday,1,0.8,26.16,1383.0,10620,75,0.0,0,0,59.0,0.850502311,True,0.05050231099999991,3
2015-01-11,2,sewing,Sunday,7,0.8,25.9,1012.0,10170,45,0.0,0,0,56.5,0.850136766,True,0.050136765999999944,3
2015-01-11,2,sewing,Sunday,8,0.8,25.9,1209.0,10170,60,0.0,0,0,56.5,0.850136766,True,0.050136765999999944,3
2015-01-11,2,finishing,Sunday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.828295455,True,0.02829545499999997,3
2015-01-11,2,finishing,Sunday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.820833333,True,0.02083333300000001,3
2015-01-11,2,sewing,Sunday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800343766,True,0.0003437659999999676,3
2015-01-11,2,sewing,Sunday,12,0.8,11.61,896.0,5670,50,0.0,0,0,31.5,0.800246753,True,0.00024675299999998845,3
2015-01-11,2,sewing,Sunday,2,0.8,28.08,805.0,10530,63,0.0,0,0,58.5,0.8,True,0.0,3
2015-01-11,2,sewing,Sunday,10,0.8,28.08,762.0,10530,38,0.0,0,0,58.5,0.8,True,0.0,3
2015-01-11,2,sewing,Sunday,3,0.8,19.87,1043.0,6420,0,0.0,0,0,55.0,0.690182815,True,-0.10981718500000004,1
2015-01-11,2,finishing,Sunday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8.0,0.668087121,True,-0.13191287900000004,1
2015-01-11,2,finishing,Sunday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.653598485,True,-0.1464015150000001,1
2015-01-11,2,finishing,Sunday,5,0.5,4.15,0.0,1440,0,0.0,0,0,8.0,0.609138258,True,0.10913825799999999,1
2015-01-11,2,sewing,Sunday,11,0.6,12.52,831.0,9540,30,0.0,0,0,53.0,0.600229846,True,0.000229845999999978,1
2015-01-11,2,finishing,Sunday,6,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.597348485,True,-0.202651515,1
2015-01-11,2,finishing,Sunday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8.0,0.590435606,True,-0.20956439400000004,1
2015-01-11,2,sewing,Sunday,4,0.8,50.48,562.0,10440,0,0.0,0,0,58.0,0.473134796,True,-0.326865204,1
2015-01-11,2,sewing,Sunday,5,0.6,20.79,1208.0,7980,0,0.0,0,0,57.0,0.452979626,True,-0.14702037399999995,1
2015-01-12,2,finishing,Monday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.955151515,True,0.1551515149999999,4
2015-01-12,2,finishing,Monday,4,0.35,4.3,0.0,3240,0,0.0,0,0,18.0,0.942213805,True,0.592213805,4
2015-01-12,2,finishing,Monday,3,0.8,4.15,0.0,1800,0,0.0,0,0,10.0,0.905454545,True,0.10545454499999996,4
2015-01-12,2,finishing,Monday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.880530303,True,0.08053030299999997,3
2015-01-12,2,finishing,Monday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8.0,0.858143939,True,0.05814393899999992,3
2015-01-12,2,sewing,Monday,1,0.8,26.16,1099.0,8220,75,0.0,0,0,59.0,0.850522167,True,0.05052216700000001,3
2015-01-12,2,sewing,Monday,9,0.8,26.16,1093.0,10620,75,0.0,0,0,59.0,0.850502311,True,0.05050231099999991,3
2015-01-12,2,sewing,Monday,7,0.8,25.9,1031.0,10170,60,0.0,0,0,56.5,0.850136766,True,0.050136765999999944,3
2015-01-12,2,sewing,Monday,8,0.8,25.9,1233.0,10170,60,0.0,0,0,56.5,0.850136766,True,0.050136765999999944,3
